All DT CAPITAL All O
All JJ live O
in NN triplet O
triplet IN as O
as VBN compared O
compared TO to O
to JJ twin O
twin NNS gestations O

Fifty-three CD CAPITAL Fifty-three O
Fifty-three NN triplet O
triplet NNS pregnancies O
pregnancies IN between O
between CD 1986 O
1986 CC and O
and CD 1993 O
1993 IN at O
at DT CAPITAL The O
The NNP CAPITAL New O
New NNP CAPITAL York O
York NNP CAPITAL Hospital-Cornell O
Hospital-Cornell JJ CAPITAL Medical O
Medical NNP CAPITAL Center O
Center VBD were O
were VBN reviewed O

These DT CAPITAL These O
These VBD were O
were VBN matched O
matched IN for O
for JJ maternal O
maternal NN age O
age , , O
, NN parity O
parity , , O
, CC and O
and NN race O
race TO to O
to JJ twin O
twin NNS gestations O
gestations NN ( O
( NN CAPITAL N O
N JJ = O
= CD 53 O
53 NN ) O
) IN from O
from DT the O
the JJ same O
same NN population O

Severe JJ CAPITAL Severe O
Severe NN preeclampsia D
preeclampsia VBD was O
was VBN defined O
defined IN by O
by JJ standard O
standard NNS criteria O

Student NN CAPITAL Student O
Student POS 's O
's NN t-test O
t-test , , O
, NNP CAPITAL Fisher O
Fisher JJ exact O
exact NN test O
test , , O
, CC and O
and JJ CAPITAL Chi-square O
Chi-square VBD were O
were VBN used O
used IN for O
for JJ statistical O
statistical NN analysis O

The DT CAPITAL The O
The NN rate O
rate IN of O
of JJ severe O
severe NN preeclampsia D
preeclampsia VBD was O
was VBN increased O
increased RB significantly O
significantly IN in O
in DT the O
the NN triplet O
triplet NN group O
group CD 12 O
12 IN of O
of CD 53 O
53 NN ( O
( CD 22.6 O
22.6 NN % O
% NN ) O
) IN as O
as VBN compared O
compared IN with O
with DT the O
the JJ twin O
twin NN group O
group CD 3 O
3 IN of O
of CD 53 O
53 NN ( O
( CD 5.7 O
5.7 NN % O
% NN ) O
) NN ( O
( NN CAPITAL OR O
OR JJ = O
= CD 4.9 O
4.9 , , O
, CD 95 O
95 NN % O
% NN CAPITAL CI O
CI CD 1.2-23.5 O
1.2-23.5 , , O
, NN p O
p JJ = O
= CD 0.02 O
0.02 NN ) O

The DT CAPITAL The O
The NN rate O
rate IN of O
of JJ overall O
overall NN preeclampsia D
preeclampsia VBD was O
was RB not O
not RB significantly O
significantly JJ different O
different IN in O
in DT the O
the NN triplet O
triplet CD 18 O
18 IN of O
of CD 53 O
53 NN ( O
( CD 33.96 O
33.96 NN % O
% NN ) O
) CC or O
or JJ twin O
twin CD 12 O
12 IN of O
of CD 53 O
53 NN ( O
( CD 22.6 O
22.6 NN % O
% NN ) O
) NNS groups O

In IN CAPITAL In O
In DT this O
this JJ retrospective O
retrospective , , O
, JJ case-controlled O
case-controlled NN study O
study , , O
, DT the O
the NN rate O
rate IN of O
of JJ severe O
severe NN pre-eclampsia D
pre-eclampsia VBD was O
was RB significantly O
significantly VBN increased O
increased IN in O
in NN triplet O
triplet NNS gestations O
gestations IN as O
as VBN compared O
compared TO to O
to NNS twins O
twins IN although O
although DT the O
the JJ overall O
overall NN rate O
rate IN of O
of NN preeclampsia D
preeclampsia VBD was O
was RB not O

This DT CAPITAL This O
This NN information O
information MD may O
may VB be O
be JJ useful O
useful IN in O
in VBG counseling O
counseling NNS patients O
patients IN with O
with JJ high O
high NN order O
order JJ multifetal O
multifetal NNS gestations O

We PRP CAPITAL We O
We VBN conducted O
conducted DT a O
a NN survey O
survey CC and O
and NN audit O
audit IN of O
of JJ thermal O
thermal NN equipment O
equipment NN use O
use IN in O
in RB very O
very JJ low-birth-weight O
low-birth-weight NNS infants O
infants IN in O
in CD five O
five NNP CAPITAL Ohio O
Ohio JJ neonatal O
neonatal JJ intensive O
intensive NN care O
care NNS units O
units NN ( O
( NNS CAPITAL NICUs O
NICUs NN ) O
) TO to O
to NN document O
document JJ regional O
regional NN practice O

The DT CAPITAL The O
The NN survey O
survey VBD indicated O
indicated DT a O
a NN variety O
variety IN of O
of JJ thermal O
thermal NN care O
care NNS styles O

Two CD CAPITAL Two O
Two NNS CAPITAL NICUs O
NICUs VBN preferred O
preferred TO to O
to VB admit O
admit NNS infants O
infants TO to O
to NNS incubators O
incubators , , O
, DT the O
the JJ other O
other CD three O
three VBG favoring O
favoring JJ radiant O
radiant NNS warmers O

These DT CAPITAL These O
These CD three O
three NNS CAPITAL NICUs O
NICUs VBN moved O
moved NNS infants O
infants IN from O
from JJ radiant O
radiant NNS warmers O
warmers IN into O
into NNS incubators O
incubators IN at O
at RB significantly O
significantly JJ different O
different VB mean O
mean NNS ages O

The DT CAPITAL The O
The NN audit O
audit VBD demonstrated O
demonstrated JJ inconsistent O
inconsistent NN use O
use IN of O
of JJ plastic O
plastic NNS covers O
covers , , O
, VBG warming O
warming NNS mattresses O
mattresses , , O
, CC and O
and VBN added O
added NN humidity O
humidity IN under O
under JJ radiant O
radiant NNS warmers O
warmers , , O
, CC and O
and NNS discrepancies O
discrepancies IN between O
between NN survey O
survey NNS responses O
responses CC and O
and JJ actual O
actual NN use O
use IN within O
within NNS CAPITAL NICUs O

Inter-NICU JJ CAPITAL Inter-NICU O
Inter-NICU NN variability O
variability IN of O
of JJ thermal O
thermal NN equipment O
equipment NN use O
use MD may O
may VB complicate O
complicate NN fluid O
fluid NN management O

This DT CAPITAL This O
This NN report O
report VBZ describes O
describes DT a O
a JJ full-term O
full-term JJ newborn O
newborn IN with O
with JJ massive D
massive JJ fetomaternal D
fetomaternal NN hemorrhage D

Fetal JJ CAPITAL Fetal O
Fetal NNS movements O
movements VBD were O
were VBN decreased O
decreased CD 48 O
48 NN hr O
hr RB prior O
prior TO to O
to NN delivery O

On IN CAPITAL On O
On DT the O
the NN day O
day IN of O
of NN delivery O
delivery , , O
, PRP they O
they VBD were O
were JJ absent O

The DT CAPITAL The O
The JJ nonstress O
nonstress NN test O
test VBD was O
was JJ abnormal O
abnormal IN with O
with JJ low O
low JJ biophysical O
biophysical NN profile O
profile CC and O
and VBN decreased O
decreased NN beat-to-beat O
beat-to-beat NN variability O

The DT CAPITAL The O
The NN infant O
infant VBN presented O
presented IN with O
with JJ extreme O
extreme NN pallor O
pallor , , O
, NN hypotonia D
hypotonia , , O
, RB hepatosplenomegaly D
hepatosplenomegaly , , O
, CC and O
and NNS ascites D

The DT CAPITAL The O
The JJ initial O
initial NN hemoglobin O
hemoglobin VBD was O
was CD 2.2 O
2.2 NN g/dL O
g/dL , , O
, DT the O
the JJ CAPITAL Kleihauer-Betke O
Kleihauer-Betke VB stain O
stain VBD was O
was CD 27.6 O
27.6 NN % O
% NN ( O
( JJS highest O
highest NN level O
level RB ever O
ever VBN reported O
reported NN ) O

Right RB CAPITAL Right O
Right JJ temporal O
temporal CC and O
and NN cerebellar O
cerebellar NNS hemorrhages O
hemorrhages VBD were O
were JJ present O

Sequelae FW CAPITAL Sequelae O
Sequelae VBP include O
include JJ severe O
severe JJ developmental O
developmental NN delay O
delay CC and O
and JJ asymmetric O
asymmetric JJ double O
double NN hemiplegia D

Omphalocele-Exstrophy-Imperforate JJ CAPITAL Omphalocele-Exstrophy-Imperforate D
Omphalocele-Exstrophy-Imperforate JJ anus-Spinal D
anus-Spinal NNS defects D
defects NN ( D
( NN CAPITAL OEIS D
OEIS NN complex D
complex NN ) D
) , , O
, DT a O
a NN combination O
combination IN of O
of NN omphalocele D
omphalocele , , O
, NN exstrophy D
exstrophy IN of D
of DT the D
the NN bladder D
bladder , , O
, DT an O
an JJ imperforate O
imperforate NN anus O
anus CC and O
and JJ spinal D
spinal NNS defects D
defects , , O
, VBZ arises O
arises IN from O
from DT a O
a JJ single O
single JJ localized O
localized NN defect O
defect IN in O
in DT the O
the RB early O
early NN development O
development IN of O
of DT the O
the NN mesoderm O
mesoderm IN that O
that MD will O
will RB later O
later VB contribute O
contribute TO to O
to JJ infraumbilical O
infraumbilical NN mesenchyme O
mesenchyme , , O
, JJ cloacal O
cloacal NN septum O
septum , , O
, CC and O
and JJ caudal O
caudal NNS vertebrae O

In IN CAPITAL In O
In DT this O
this NN report O
report , , O
, PRP we O
we NN document O
document DT the O
the JJ perinatal O
perinatal NNS features O
features IN of O
of CD two O
two NNS cases O
cases IN of O
of NN CAPITAL OEIS D
OEIS NN complex D
complex VBN associated O
associated IN with O
with NNS meningomyeloceles D
meningomyeloceles CC and O
and JJ severe O
severe JJR lower O
lower NN limb O
limb NNS defects O
defects , , O
, CC and O
and VB discuss O
discuss DT the O
the JJ prenatal O
prenatal NN diagnosis O
diagnosis , , O
, NN inheritance O
inheritance , , O
, CC and O
and JJ differential O
differential NN diagnosis O
diagnosis IN of O
of DT this O
this NN association O
association IN of O
of NNS malformations O

Although IN CAPITAL Although O
Although JJ long-term O
long-term NN survival O
survival MD can O
can VB be O
be VBN achieved O
achieved IN by O
by JJ successful O
successful JJ corrective T
corrective NN surgery T
surgery , , O
, DT the O
the VBN associated O
associated JJ structural O
structural NNS defects O
defects JJ such O
such IN as O
as JJ large D
large NN meningomyelocele D
meningomyelocele CC and O
and JJ severe O
severe NN limb D
limb NN aplasia D
aplasia CC or O
or NN hypoplasia D
hypoplasia , , O
, IN as O
as VBN seen O
seen IN in O
in PRP$ our O
our NN patient O
patient , , O
, MD can O
can NN influence O
influence DT the O
the NN patient O
patient POS 's O
's NN quality O
quality IN of O
of NN life O
life . . O

We PRP CAPITAL We O
We MD would O
would IN like O
like TO to O
to VB emphasize O
emphasize IN that O
that DT an O
an JJ accurate O
accurate JJ prenatal O
prenatal NN diagnosis O
diagnosis IN of O
of NN CAPITAL OEIS D
OEIS NN complex D
complex CC and O
and VBN associated O
associated NNS malformations O
malformations VBZ is O
is JJ important O
important IN for O
for DT the O
the JJ detailed O
detailed VBG counseling O
counseling IN of O
of DT the O
the NN family O
family IN as O
as RB well O
well IN as O
as JJ appropriate O
appropriate JJ perinatal O
perinatal NN management O
management IN by O
by DT the O
the NNS obstetricians O
obstetricians , , O
, JJ pediatric O
pediatric NNS surgeons O
surgeons , , O
, NNS urologists O
urologists , , O
, NNS neurosurgeons O
neurosurgeons , , O
, CC and O
and NNS neonatologists O

Nonimmune JJ CAPITAL Nonimmune D
Nonimmune NN hydrops D
hydrops NNS fetails D
fetails VBN diagnosed O
diagnosed IN at O
at CD 21 O
21 NNS weeks O
weeks POS ' O
' JJ gestation O
gestation IN with O
with JJ profound O
profound NNS ascites D
ascites , , O
, NN hydrothorax D
hydrothorax , , O
, CC and O
and JJ pericardial D
pericardial NN effusion D
effusion VBD receded O
receded RB gradually O
gradually IN with O
with NN regression O
regression IN of O
of DT a O
a JJ subchorial O
subchorial JJ placental O
placental NNS lucencies O
lucencies RB immediately O
immediately IN below O
below DT the O
the JJ umbilical O
umbilical NN cord O
cord NN insertion O

Careful JJ CAPITAL Careful O
Careful NN inspection O
inspection IN of O
of DT the O
the VBN delivered O
delivered NN placenta O
placenta VBD revealed O
revealed IN that O
that RB there O
there VBD was O
was DT a O
a JJ yellowish O
yellowish NN lesion O
lesion IN of O
of JJ fibrin O
fibrin NNS deposits O
deposits IN below O
below DT the O
the NN cord O
cord NN insertion O
insertion NN site O
site , , O
, WDT which O
which VBD resulted O
resulted IN from O
from DT the O
the NN absorption O
absorption IN of O
of NN hematoma O

A DT CAPITAL A O
A JJ subchorial O
subchorial JJ placental O
placental NN hematoma D
hematoma , , O
, WDT which O
which VBN detected O
detected IN as O
as DT a O
a JJ subchorial O
subchorial JJ placental O
placental NNS lucencies D
lucencies IN by O
by NN ultrasonography O
ultrasonography , , O
, MD can O
can VB be O
be DT a O
a NN cause O
